id	position	totalWeight	itemTransported
3422	010763	26154.513	Headphones
1410	010863	26153.241	Desk
5813	010963	26152.923	Headphones
6971	011063	26152.469	Oil
3645	011163	26151.375	Oil
8371	011263	26148.346	Apple juice
2618	011363	26146.596	Cleaning agent
8137	011463	26139.83	TV
7738	010065	26139.694	Jeans
11132	010165	26139.54	Oil
59	010265	26138.886	Ice Cream
5437	010365	26137.052	Jeans
1861	010465	26136.922	Oil
9929	010565	26135.797	Flower pot
5720	010665	26134.977	Pizza
11161	010765	26134.929	Flower pot
13195	010865	26130.651	Shampoo
13441	010965	26129.075	Water
4014	011065	26128.226	Lamp
8599	011165	26126.388	Shampoo
12829	011265	26125.455	Ice Cream
2981	011365	26124.005	Bed
14082	011465	26123.549	TV
11061	010067	26123.346	Jeans
14198	010167	26122.564	Headphones
12929	010267	26120.778	Desk
14685	010367	26119.949	Lamp
14869	010467	26119.234	Jeans
14987	010567	26116.091	Milk
6137	010667	26114.359	Bed
5683	010767	26114.093	TV
9542	010867	26112.631	TV
432	010967	26110.476	Headphones
6888	011067	26110.163	Shampoo
1302	011167	26109.224	Pizza
5592	011267	26107.862	Painting
7619	011367	26107.272	Cleaning agent
12662	011467	26106.049	Painting
2552	010069	26105.514	TV
10027	010169	26105.307	Pizza
2162	010269	26103.003	Shampoo
11473	010369	26102.836	Cleaning agent
4354	010469	26102.324	Apple juice
11981	010569	26099.478	TV
1071	010669	26098.846	Ice Cream
10030	010769	26096.778	Fries
11210	010869	26095.47	Pizza
9790	010969	26087.466	Flower pot
1590	011069	26086.19	Jeans
889	011169	26085.583	Water
3939	011269	26080.322	Laptop
10814	011369	26079.636	Cleaning agent
3056	011469	26078.168	Ice Cream
14791	010071	26077.57	Water
9139	010171	26076.916	Painting
3848	010271	26072.578	Bed
2206	010371	26071.527	Fries
14576	010471	26070.178	Water
7498	010571	26068.79	Jeans
11495	010671	26067.536	Steak
12753	010771	26065.171	Shampoo
10866	010871	26064.2	Steak
6745	010971	26063.846	Jeans
13239	011071	26062.35	Ice Cream
4355	011171	26061.039	Headphones
6808	011271	26060.259	Headphones
4784	011371	26059.396	Bicycle
9228	011471	26058.837	Water
13559	010073	26058.556	Bed
9703	010173	26056.881	Jeans
9416	010273	26055.866	Headphones
9759	010373	26054.382	Bicycle
8141	010473	26051.166	Bed
263	010573	26048.22	TV
3309	010673	26037.939	Painting
3160	010773	26034.892	Fries
10068	010873	26033.96	Painting
5466	010973	26033.019	Pizza
5131	011073	26032.122	Milk
4587	011173	26030.842	Water
7734	011273	26028.246	Milk
2289	011373	26027.348	Milk
10502	011473	26026.773	Oil
9597	010075	26024.891	Fries
1251	010175	26024.532	TV
11869	010275	26023.484	TV
5621	010375	26023.249	Flower pot
9321	010475	26022.533	Pizza
13446	010575	26020.509	Flower pot
14916	010675	26018.252	Shampoo
3748	010775	26014.724	Fries
13217	010875	26013.862	Bed
14669	010975	26011.768	Milk
6529	011075	26006.608	Pizza
3105	011175	26003.334	Oil
2844	011275	26001.685	Apple juice
5239	011375	26000.526	Flower pot
2086	011475	26000.489	Ice Cream
9345	010077	25994.197	Lamp
2089	010177	25987.226	Lamp
1889	010277	25986.16	Headphones
8119	010377	25984.026	Headphones
13218	010477	25980.287	Apple juice
12071	010577	25979.188	Fries
55	010677	25976.13	Painting
13305	010777	25975.397	Painting
7878	010877	25973.854	Milk
8523	010977	25972.616	Fries
1995	011077	25971.722	Milk
11987	011177	25967.965	Flower pot
3136	011277	25966.914	Oil
2269	011377	25965.35	Painting
4823	011477	25964.622	Laptop
5828	010079	25964.546	Painting
13002	010179	25964.223	Cleaning agent
14401	010279	25958.386	Pizza
3211	010379	25957.148	Fries
12807	010479	25956.919	Water
4834	010579	25956.371	Bicycle
3305	010679	25953.472	Flower pot
14103	010779	25952.608	Ice Cream
11864	010879	25947.819	Bicycle
259	010979	25942.367	Fries
5183	011079	25940.451	Ice Cream
3957	011179	25939.927	Oil
7255	011279	25937.702	Laptop
3412	011379	25937.252	Desk
14113	011479	25934.809	Cleaning agent
2306	010081	25934.296	Bicycle
14046	010181	25932.704	Bed
3097	010281	25932.666	Headphones
10378	010381	25923.577	Lamp
8412	010481	25919.129	Jeans
6998	010581	25918.336	Cleaning agent
8201	010681	25915.886	Milk
6501	010781	25913.227	Fries
2848	010881	25912.261	Fries
11902	010981	25910.73	Bicycle
13049	011081	25908.216	Milk
544	011181	25905.224	TV
9036	011281	25902.222	Water
12946	011381	25901.624	Water
13514	011481	25900.187	Steak
12304	010083	25893.576	Shampoo
13656	010183	25891.251	Flower pot
129	010283	25890.573	Cleaning agent
13355	010383	25889.487	Lamp
5929	010483	25887.056	Pizza
5033	010583	25884.597	Milk
14273	010683	25878.785	Steak
7200	010783	25874.27	Flower pot
12666	010883	25872.851	Bicycle
10984	010983	25871.239	Desk
10011	011083	25866.224	Oil
2745	011183	25865.67	Desk
7242	011283	25862.05	Water
13299	011383	25861.072	Desk
10238	011483	25858.524	Bed
7140	010085	25858.124	Painting
7450	010185	25857.511	Shampoo
7068	010285	25855.109	Shampoo
4881	010385	25854.168	Lamp
11370	010485	25847.915	Oil
8970	010585	25847.117	Shampoo
5833	010685	25845.181	Pizza
3226	010785	25843.522	Lamp
3772	010885	25841.502	Oil
3052	010985	25841.453	Flower pot
2769	011085	25840.217	Desk
172	011185	25839.953	Laptop
517	011285	25837.661	TV
5967	011385	25836.645	Jeans
7108	011485	25832.344	Bicycle
13323	010087	25829.257	Desk
295	010187	25826.877	Fries
583	010287	25826.575	Jeans
8126	010387	25823.077	Headphones
13480	010487	25822.756	Steak
11998	010587	25821.049	Flower pot
13523	010687	25818.536	Oil
3284	010787	25815.02	Cleaning agent
5704	010887	25814.276	Apple juice
8044	010987	25811.295	Painting
5042	011087	25810.023	Steak
3471	011187	25808.453	Steak
6293	011287	25808.178	Headphones
3155	011387	25804.259	Laptop
7882	011487	25803.926	Jeans
11283	010089	25802.791	Flower pot
9710	010189	25802.34	Cleaning agent
8699	010289	25801.446	Oil
6034	010389	25800.299	Cleaning agent
11563	010489	25797.085	Milk
1579	010589	25796.413	Laptop
13882	010689	25795.151	Oil
2557	010789	25795.093	Cleaning agent
10931	010889	25794.55	Apple juice
5445	010989	25792.244	Bicycle
4952	011089	25783.92	Oil
8709	011189	25782.047	Bed
3945	011289	25776.523	Apple juice
14934	011389	25773.823	Painting
5017	011489	25773.107	Headphones
1793	010091	25769.355	Ice Cream
7943	010191	25769.233	Steak
7849	010291	25769.191	Desk
7799	010391	25767.16	Milk
5909	010491	25766.074	Flower pot
390	010591	25762.417	Oil
6125	010691	25760.197	Water
2448	010791	25760.014	Lamp
6110	010891	25757.416	Desk
13984	010991	25755.839	Fries
10606	011091	25752.006	Cleaning agent
13916	011191	25748.805	Bed
5512	011291	25746.804	Cleaning agent
11892	011391	25746.354	Shampoo
9958	011491	25744.78	Steak
4566	010093	25744.749	Ice Cream
74	010193	25744.436	Desk
9809	010293	25742.945	Ice Cream
8524	010393	25739.444	Flower pot
154	010493	25735.691	Jeans
2869	010593	25733.075	Fries
7525	010693	25731.367	Pizza
4961	010793	25728.738	TV
14951	010893	25728.331	Water
902	010993	25721.939	Fries
8214	011093	25718.039	Headphones
2048	011193	25715.955	Flower pot
13933	011293	25714.897	Bed
5667	011393	25714.571	Water
5629	011493	25710.815	Oil
6811	010095	25709.405	Painting
2723	010195	25709.127	Lamp
13851	010295	25707.782	Shampoo
12169	010395	25705.38	Flower pot
4464	010495	25703.411	Flower pot
3797	010595	25702.371	Ice Cream
4477	010695	25701.925	Oil
14418	010795	25700.688	Desk
10542	010895	25696.945	Laptop
14623	010995	25696.616	Shampoo
14977	011095	25687.413	Oil
196	011195	25684.801	Flower pot
5865	011295	25682.766	Desk
12193	011395	25681.522	Headphones
6399	011495	25678.365	Apple juice
2743	010097	25677.499	Desk
7575	010197	25674.636	Laptop
2393	010297	25674.261	Apple juice
2251	010397	25672.616	Laptop
9963	010497	25670.513	Pizza
1657	010597	25670.063	Headphones
10596	010697	25665.621	Milk
11978	010797	25659.089	Painting
12153	010897	25658.333	Water
8093	010997	25656.134	Ice Cream
7104	011097	25655.757	Pizza
14349	011197	25655.388	Fries
14250	011297	25654.503	Ice Cream
7639	011397	25652.446	Milk
10829	011497	25651.713	Milk
3860	010099	25646.3	Fries
8556	010199	25645.822	Steak
10490	010299	25643.416	Headphones
12767	010399	25643.324	Desk
7752	010499	25639.078	Headphones
7107	010599	25638.897	Apple juice
11891	010699	25638.866	Ice Cream
2875	010799	25636.983	Headphones
13813	010899	25634.103	Ice Cream
1628	010999	25629.202	Steak
11109	011099	25628.933	Ice Cream
6756	011199	25626.763	Bicycle
9477	011299	25625.085	Lamp
10347	011399	25621.757	Milk
155	011499	25621.588	Oil
1908	0100101	25617.763	Lamp
12777	0101101	25617.147	Flower pot
3685	0102101	25616.267	Bicycle
2271	0103101	25615.312	Steak
14181	0104101	25612.321	Milk
2834	0105101	25612.049	Milk
14004	0106101	25608.066	Desk
11158	0107101	25607.35	Cleaning agent
14238	0108101	25604.587	Milk
1124	0109101	25603.78	Cleaning agent
3216	0110101	25602.928	Cleaning agent
7303	0111101	25602.718	Apple juice
13014	0112101	25602.01	Fries
8588	0113101	25601.763	Desk
5354	0114101	25600.973	Fries
6950	0100103	25598.77	Laptop
11594	0101103	25598.024	Bicycle
2170	0102103	25594.622	Pizza
13346	0103103	25593.195	Steak
3730	0104103	25592.955	Cleaning agent
846	0105103	25591.872	Cleaning agent
884	0106103	25591.263	Headphones
14600	0107103	25587.878	Shampoo
4735	0108103	25579.789	Milk
10401	0109103	25579.444	Painting
10324	0110103	25579.046	Oil
9262	0111103	25578.523	Bed
14999	0112103	25577.505	Painting
7180	0113103	25577.067	Flower pot
11465	0114103	25576.943	Bed
9003	0100105	25575.473	Painting
7320	0101105	25574.023	Flower pot
1467	0102105	25569.503	Ice Cream
8902	0103105	25568.346	Pizza
6547	0104105	25566.038	Lamp
11488	0105105	25564.615	Ice Cream
7989	0106105	25560.511	Desk
13679	0107105	25560.001	TV
10486	0108105	25559.43	Steak
10219	0109105	25557.377	Lamp
3762	0110105	25556.773	Bed
6901	0111105	25556.486	Lamp
7030	0112105	25556.416	TV
2205	0113105	25555.856	Milk
7657	0114105	25554.283	Painting
12837	0100107	25553.934	Apple juice
8508	0101107	25553.11	Painting
12768	0102107	25552.202	Oil
11406	0103107	25551.032	Apple juice
11477	0104107	25550.257	Apple juice
5719	0105107	25548.823	Lamp
12910	0106107	25548.749	Steak
13393	0107107	25547.377	Steak
6131	0108107	25543.431	Desk
9789	0109107	25540.642	Fries
14908	0110107	25540.0	Pizza
10349	0111107	25539.683	Apple juice
5362	0112107	25539.207	Fries
2451	0113107	25538.49	Apple juice
6882	0114107	25537.479	Laptop
13245	0100109	25536.498	Jeans
5158	0101109	25531.069	TV
9529	0102109	25530.175	Water
6880	0103109	25529.95	Cleaning agent
10443	0104109	25524.609	Jeans
8387	0105109	25522.826	Steak
10120	0106109	25521.601	TV
1930	0107109	25520.832	Shampoo
9244	0108109	25517.413	Steak
11551	0109109	25517.055	Milk
13708	0110109	25514.318	Flower pot
14414	0111109	25512.804	Steak
3750	0112109	25512.64	Desk
13464	0113109	25509.329	Painting
3073	0114109	25507.108	Oil
4098	0100111	25502.444	Cleaning agent
8853	0101111	25501.088	Flower pot
773	0102111	25488.747	Laptop
1751	0103111	25481.429	Laptop
4252	0104111	25480.319	Desk
8460	0105111	25479.436	Cleaning agent
14696	0106111	25478.119	Fries
12865	0107111	25473.706	Steak
200	0108111	25468.198	Apple juice
1712	0109111	25468.003	Steak
13602	0110111	25465.219	Apple juice
12162	0111111	25459.757	Jeans
3030	0112111	25457.072	Painting
570	0113111	25454.933	Oil
261	0114111	25454.551	Cleaning agent
8153	0100113	25454.523	Pizza
7286	0101113	25454.075	Painting
1443	0102113	25450.746	Pizza
2750	0103113	25450.339	Cleaning agent
7773	0104113	25448.753	Flower pot
9949	0105113	25447.997	Jeans
10374	0106113	25447.733	Bed
12736	0107113	25447.65	Water
1660	0108113	25446.289	Milk
7997	0109113	25445.529	Bicycle
11553	0110113	25442.794	Headphones
239	0111113	25439.288	Ice Cream
2037	0112113	25439.088	Bed
13866	0113113	25437.33	Laptop
3292	0114113	25434.826	Oil
2706	0100115	25432.977	Apple juice
3767	0101115	25432.799	Bicycle
5583	0102115	25432.188	Shampoo
13098	0103115	25428.076	Oil
1184	0104115	25426.281	Apple juice
8236	0105115	25425.752	Jeans
7033	0106115	25421.938	TV
10687	0107115	25419.976	TV
7307	0108115	25416.721	Bed
6083	0109115	25415.914	Desk
7654	0110115	25415.274	Steak
3274	0111115	25413.525	Bed
6257	0112115	25412.558	Cleaning agent
2656	0113115	25411.459	Flower pot
11743	0114115	25410.124	Flower pot
7475	0100117	25409.424	Pizza
13543	0101117	25409.367	Steak
6080	0102117	25409.247	Steak
3431	0103117	25408.551	Desk
3805	0104117	25403.734	Cleaning agent
5656	0105117	25397.63	Apple juice
3565	0106117	25397.509	Jeans
2142	0107117	25396.668	Water
9824	0108117	25388.983	Cleaning agent
2109	0109117	25385.619	Fries
10116	0110117	25385.346	Desk
10514	0111117	25383.018	Pizza
5317	0112117	25382.085	Oil
8632	0113117	25380.503	Cleaning agent
12733	0114117	25380.067	Cleaning agent
3701	0100119	25377.466	Shampoo
3686	0101119	25374.436	Bicycle
14683	0102119	25371.903	Fries
13796	0103119	25368.917	TV
5359	0104119	25368.039	Milk
10499	0105119	25363.141	Jeans
11828	0106119	25359.441	Headphones
13011	0107119	25357.726	Desk
14572	0108119	25357.715	Steak
1743	0109119	25355.583	Oil
11117	0110119	25354.348	Headphones
7199	0111119	25348.922	Shampoo
13800	0112119	25348.436	Painting
14726	0113119	25345.461	Steak
8138	0114119	25344.568	Painting
5372	0100121	25343.77	Flower pot
5808	0101121	25342.769	Flower pot
9917	0102121	25341.345	Water
11206	0103121	25340.078	Ice Cream
13533	0104121	25338.657	Apple juice
12867	0105121	25337.336	TV
4413	0106121	25337.309	Water
1901	0107121	25336.757	Pizza
8140	0108121	25335.69	TV
6557	0109121	25333.665	Bicycle
3047	0110121	25333.174	Oil
2859	0111121	25330.843	Fries
4641	0112121	25326.967	Laptop
8390	0113121	25325.868	Bicycle
949	0114121	25325.669	Oil
1210	0100123	25321.624	Flower pot
542	0101123	25319.408	Shampoo
10879	0102123	25318.978	Jeans
12051	0103123	25314.957	Steak
7735	0104123	25314.7	Jeans
4831	0105123	25314.551	Desk
12527	0106123	25311.792	Milk
11671	0107123	25311.155	Pizza
6883	0108123	25310.004	Shampoo
3095	0109123	25309.869	Lamp
14558	0110123	25303.831	Apple juice
5043	0111123	25300.036	Steak
1020	0112123	25298.859	Milk
12552	0113123	25297.743	Pizza
1550	0114123	25296.502	Pizza
10016	0100125	25293.571	Water
11540	0101125	25291.076	Steak
11173	0102125	25288.248	Laptop
13390	0103125	25283.27	Laptop
14350	0104125	25282.799	Shampoo
4563	0105125	25278.83	Lamp
4854	0106125	25277.851	Apple juice
2894	0107125	25277.472	Ice Cream
10134	0108125	25276.698	Oil
4558	0109125	25275.612	Flower pot
12048	0110125	25274.837	Jeans
10671	0111125	25272.585	Bicycle
1554	0112125	25269.631	Lamp
14597	0113125	25268.312	Laptop
12619	0114125	25265.567	Bicycle
14710	0100127	25264.698	Flower pot
6692	0101127	25261.778	Flower pot
3865	0102127	25259.41	Lamp
8961	0103127	25258.57	Ice Cream
768	0104127	25258.277	Fries
465	0105127	25257.013	Desk
4207	0106127	25256.439	Steak
12400	0107127	25256.4	Shampoo
8793	0108127	25254.534	Steak
5247	0109127	25252.616	Bicycle
1047	0110127	25251.816	Painting
4102	0111127	25251.395	Oil
1389	0112127	25250.16	Desk
10851	0113127	25248.78	Ice Cream
14918	0114127	25245.077	Water
12083	0100129	25243.031	Fries
829	0101129	25235.069	Flower pot
8571	0102129	25233.695	Flower pot
1606	0103129	25231.789	Apple juice
2817	0104129	25230.982	Oil
13420	0105129	25228.306	Flower pot
10530	0106129	25227.472	Flower pot
6875	0107129	25222.728	Milk
9092	0108129	25222.279	Bicycle
13995	0109129	25221.465	Laptop
5310	0110129	25218.82	Laptop
13085	0111129	25217.24	Oil
2709	0112129	25215.628	Jeans
6040	0113129	25215.183	Pizza
9807	0114129	25213.116	Water
3684	0100131	25212.827	Lamp
11055	0101131	25211.307	Flower pot
12787	0102131	25211.104	Headphones
1039	0103131	25210.075	Ice Cream
6088	0104131	25208.454	Cleaning agent
11991	0105131	25208.094	Lamp
11591	0106131	25207.908	Cleaning agent
7311	0107131	25205.563	Oil
5492	0108131	25204.451	Bicycle
6621	0109131	25204.432	TV
13738	0110131	25204.428	Painting
9795	0111131	25202.793	Shampoo
13486	0112131	25202.282	Ice Cream
7744	0113131	25200.412	Oil
11016	0114131	25199.192	Jeans
7098	0100133	25197.452	Bed
6996	0101133	25194.828	Flower pot
12703	0102133	25194.034	Desk
4646	0103133	25192.751	Pizza
3258	0104133	25192.713	Lamp
11493	0105133	25191.809	Painting
10194	0106133	25191.391	Steak
3279	0107133	25189.778	Fries
6048	0108133	25188.562	Headphones
2671	0109133	25187.771	Fries
6570	0110133	25187.719	Fries
5067	0111133	25186.374	Shampoo
3158	0112133	25185.758	Headphones
7818	0113133	25183.043	Bicycle
13610	0114133	25181.937	Bed
13639	0100135	25175.4	Painting
13545	0101135	25174.483	Laptop
8549	0102135	25169.584	Steak
7721	0103135	25168.822	Desk
5498	0104135	25165.752	TV
10778	0105135	25163.744	Cleaning agent
1279	0106135	25162.376	Apple juice
6961	0107135	25160.39	TV
566	0108135	25159.623	Cleaning agent
1345	0109135	25157.323	Ice Cream
13196	0110135	25156.207	Steak
4655	0111135	25152.362	Painting
11968	0112135	25151.494	TV
3000	0113135	25148.675	Fries
1531	0114135	25148.508	Apple juice
4405	0100137	25147.285	Laptop
12180	0101137	25145.195	Cleaning agent
499	0102137	25144.569	Painting
224	0103137	25143.51	Water
7206	0104137	25142.934	Steak
10701	0105137	25142.838	Shampoo
2793	0106137	25133.632	Cleaning agent
4650	0107137	25131.59	Bed
7270	0108137	25131.563	Flower pot
10918	0109137	25129.607	Steak
9814	0110137	25129.321	Painting
11606	0111137	25126.928	Laptop
9812	0112137	25126.905	Water
4390	0113137	25118.497	Oil
4038	0114137	25115.536	Water
8240	0100139	25111.151	Desk
3181	0101139	25104.404	Cleaning agent
6611	0102139	25100.007	Oil
14267	0103139	25098.937	Headphones
5344	0104139	25096.881	Painting
6909	0105139	25096.529	Headphones
4453	0106139	25089.292	Ice Cream
10740	0107139	25089.173	Bed
6515	0108139	25085.624	Painting
812	0109139	25085.057	Water
8956	0110139	25084.78	Desk
1078	0111139	25077.255	Bed
8078	0112139	25075.378	Bicycle
3245	0113139	25074.222	Headphones
2576	0114139	25074.029	Pizza
522	0100141	25071.333	Fries
13223	0101141	25070.696	Headphones
10681	0102141	25070.059	Laptop
13296	0103141	25069.896	Laptop
14651	0104141	25069.307	Steak
3746	0105141	25063.119	TV
6139	0106141	25062.955	Apple juice
4970	0107141	25060.663	Apple juice
6718	0108141	25060.622	Milk
8859	0109141	25059.887	Bicycle
12439	0110141	25059.741	Fries
8611	0111141	25057.305	Water
907	0112141	25056.582	Water
1654	0113141	25054.896	Headphones
1999	0114141	25054.344	Shampoo
14166	0100143	25051.375	Oil
5749	0101143	25047.834	TV
3827	0102143	25047.829	Shampoo
7223	0103143	25047.699	Milk
2718	0104143	25046.407	Lamp
14798	0105143	25042.073	Laptop
10112	0106143	25040.165	Bed
195	0107143	25039.019	Shampoo
8251	0108143	25038.584	TV
5986	0109143	25038.571	Bicycle
10622	0110143	25038.284	Fries
12930	0111143	25034.624	Ice Cream
14964	0112143	25033.296	TV
2774	0113143	25031.265	TV
2717	0114143	25030.073	Lamp
476	0100145	25029.159	Bicycle
4466	0101145	25027.373	Oil
14298	0102145	25027.133	Painting
12489	0103145	25026.01	Fries
4866	0104145	25025.364	Shampoo
14438	0105145	25024.772	TV
6036	0106145	25023.183	Desk
14061	0107145	25022.82	Lamp
2651	0108145	25021.602	Desk
4192	0109145	25021.227	Cleaning agent
2820	0110145	25020.762	TV
3462	0111145	25017.976	Oil
12982	0112145	25017.866	TV
1874	0113145	25017.236	Water
7121	0114145	25014.788	Painting
149	0100147	25013.23	Pizza
7448	0101147	25008.136	Painting
2263	0102147	25008.08	TV
5887	0103147	25006.353	Shampoo
9044	0104147	25005.834	Lamp
594	0105147	25005.675	Steak
9064	0106147	25005.296	Lamp
4554	0107147	25005.281	Laptop
6041	0108147	25001.988	Fries
12986	0109147	24996.416	Fries
11816	0110147	24995.174	Flower pot
8394	0111147	24993.566	Laptop
11630	0112147	24992.318	Fries
7118	0113147	24991.553	Fries
6255	0114147	24990.909	Ice Cream
8065	0100149	24989.914	Oil
14688	0101149	24988.673	Headphones
763	0102149	24983.081	Oil
423	0103149	24982.106	Ice Cream
12828	0104149	24981.948	Oil
8975	0105149	24979.483	Shampoo
9170	0106149	24977.402	Fries
710	0107149	24975.914	Steak
2866	0108149	24973.597	Lamp
8808	0109149	24972.254	Fries
11284	0110149	24971.873	Milk
340	0111149	24969.681	Jeans
3568	0112149	24964.643	TV
14830	0113149	24964.594	Ice Cream
8880	0114149	24964.155	Bicycle
6874	0100151	24962.201	Jeans
14942	0101151	24962.007	Shampoo
7438	0102151	24961.3	Steak
12053	0103151	24959.645	TV
2499	0104151	24958.654	Water
12323	0105151	24958.417	Apple juice
13134	0106151	24954.868	Bed
8962	0107151	24953.342	Painting
7853	0108151	24952.173	Bicycle
11238	0109151	24950.869	Oil
1515	0110151	24950.225	Bed
1402	0111151	24948.364	Milk
2726	0112151	24946.843	Flower pot
6394	0113151	24945.444	Pizza
1220	0114151	24940.452	Bed
5948	0100153	24938.621	Laptop
6941	0101153	24936.041	Laptop
4068	0102153	24935.008	Laptop
10094	0103153	24934.092	Pizza
12561	0104153	24933.327	Steak
7174	0105153	24933.072	Desk
3876	0106153	24933.002	Painting
11556	0107153	24931.834	TV
706	0108153	24930.206	Jeans
3885	0109153	24929.395	Fries
4580	0110153	24925.061	Apple juice
7629	0111153	24924.758	Milk
9407	0112153	24922.29	Bicycle
5254	0113153	24915.727	Lamp
11969	0114153	24913.092	Painting
1053	0100155	24912.51	Painting
3919	0101155	24912.215	Oil
12776	0102155	24912.092	Painting
8621	0103155	24900.498	Apple juice
2765	0104155	24899.113	TV
13615	0105155	24898.292	Painting
14739	0106155	24897.851	Flower pot
10044	0107155	24896.759	Laptop
11017	0108155	24895.795	Headphones
7126	0109155	24893.631	Laptop
11094	0110155	24891.97	Fries
14041	0111155	24890.678	Ice Cream
13379	0112155	24889.935	Fries
8616	0113155	24889.813	Painting
5367	0114155	24889.49	Laptop
7725	0100157	24888.274	Water
14479	0101157	24886.572	Flower pot
10059	0102157	24884.541	Water
10299	0103157	24873.479	Cleaning agent
8495	0104157	24873.081	Bed
10151	0105157	24872.31	Ice Cream
6193	0106157	24868.696	Flower pot
10717	0107157	24861.321	TV
6550	0108157	24858.461	Pizza
6791	0109157	24858.412	Steak
10836	0110157	24854.667	Milk
4518	0111157	24853.729	Pizza
9839	0112157	24853.698	Oil
2849	0113157	24851.743	Milk
9848	0114157	24849.543	Bed
869	0100159	24848.442	Laptop
4196	0101159	24844.505	Lamp
8109	0102159	24843.933	Fries
673	0103159	24843.491	Painting
12546	0104159	24842.809	Ice Cream
8528	0105159	24841.08	Water
13206	0106159	24839.298	Fries
11916	0107159	24837.79	Water
13847	0108159	24836.669	Pizza
2569	0109159	24835.295	Bicycle
14975	0110159	24832.456	Headphones
10221	0111159	24831.379	Painting
13180	0112159	24830.429	Oil
11490	0113159	24829.768	Steak
9235	0114159	24829.73	Steak
782	0100161	24829.193	Painting
12668	0101161	24828.855	Oil
11268	0102161	24827.651	Flower pot
3603	0103161	24822.164	Water
6442	0104161	24820.645	Milk
3201	0105161	24818.147	Lamp
13090	0106161	24817.021	Oil
5456	0107161	24810.264	Bicycle
13404	0108161	24808.244	Bicycle
813	0109161	24807.084	Desk
6638	0110161	24805.722	Apple juice
14018	0111161	24805.2	Oil
9440	0112161	24804.958	Ice Cream
6739	0113161	24804.455	Cleaning agent
13368	0114161	24798.105	Fries
341	0100163	24796.297	Milk
4579	0101163	24794.174	Shampoo
11858	0102163	24793.76	Steak
14054	0103163	24793.26	Bed
5262	0104163	24793.219	TV
9110	0105163	24792.767	Bed
3103	0106163	24789.803	Desk
10615	0107163	24789.254	Oil
11893	0108163	24788.183	Lamp
13076	0109163	24787.267	Water
4438	0110163	24784.425	Pizza
6328	0111163	24783.761	Flower pot
11400	0112163	24782.32	Lamp
8576	0113163	24780.252	Headphones
14355	0114163	24780.008	Desk
6714	0100165	24778.941	Cleaning agent
1294	0101165	24778.554	Headphones
4836	0102165	24777.878	Bed
4302	0103165	24776.499	Laptop
10369	0104165	24773.304	Milk
6056	0105165	24773.23	Bed
3344	0106165	24767.59	Shampoo
10181	0107165	24759.042	Oil
14476	0108165	24758.713	Flower pot
13041	0109165	24756.4	Water
13210	0110165	24755.465	Apple juice
8177	0111165	24754.776	Lamp
1447	0112165	24754.494	Steak
5223	0113165	24754.158	Water
10480	0114165	24753.767	Painting
11925	0100167	24752.625	Apple juice
6082	0101167	24750.615	Lamp
14076	0102167	24747.023	Bed
5895	0103167	24746.633	Oil
2543	0104167	24746.629	Flower pot
653	0105167	24742.522	Apple juice
10910	0106167	24742.303	Desk
4919	0107167	24740.17	Cleaning agent
14835	0108167	24739.677	Oil
5104	0109167	24738.653	Shampoo
2277	0110167	24738.303	Fries
10218	0111167	24737.015	Apple juice
9156	0112167	24735.536	Painting
14360	0113167	24731.007	Lamp
1179	0114167	24730.155	Painting
1448	0100169	24728.728	Laptop
8820	0101169	24728.697	Steak
5495	0102169	24727.818	Desk
9867	0103169	24727.795	Steak
11568	0104169	24725.143	Bed
7736	0105169	24723.456	Cleaning agent
5358	0106169	24723.039	Bed
6885	0107169	24720.223	Fries
1731	0108169	24718.729	Bicycle
3452	0109169	24715.538	Flower pot
11779	0110169	24713.8	Milk
5095	0111169	24713.415	Cleaning agent
12965	0112169	24711.665	Pizza
9813	0113169	24710.729	Desk
8565	0114169	24705.78	Milk
3304	0100171	24704.657	Shampoo
13152	0101171	24703.463	Laptop
12950	0102171	24700.991	Painting
4867	0103171	24699.356	Flower pot
10300	0104171	24698.157	Water
8122	0105171	24696.612	Steak
8142	0106171	24694.427	TV
2537	0107171	24693.652	Pizza
13499	0108171	24691.887	Flower pot
7409	0109171	24688.945	Bicycle
2643	0110171	24687.777	Desk
14932	0111171	24687.108	Cleaning agent
3943	0112171	24685.815	Shampoo
4743	0113171	24684.726	Bed
12318	0114171	24682.277	Pizza
2733	0100173	24682.125	Lamp
1981	0101173	24680.741	Ice Cream
8408	0102173	24680.222	Laptop
14289	0103173	24679.591	Water
12676	0104173	24677.023	Shampoo
5163	0105173	24674.402	Headphones
9911	0106173	24672.922	Jeans
11530	0107173	24672.725	Steak
12524	0108173	24671.145	Painting
6389	0109173	24670.961	Apple juice
3983	0110173	24670.568	Laptop
11807	0111173	24670.536	Flower pot
14493	0112173	24667.695	Bed
13913	0113173	24661.991	Ice Cream
8826	0114173	24661.474	Flower pot
9222	0100175	24660.966	Steak
14196	0101175	24660.516	Pizza
11914	0102175	24660.014	Headphones
3317	0103175	24659.744	Cleaning agent
14806	0104175	24659.338	Shampoo
1413	0105175	24658.254	Jeans
753	0106175	24657.755	Lamp
218	0107175	24657.277	Lamp
8780	0108175	24653.852	Steak
2239	0109175	24653.833	Steak
10448	0110175	24653.7	Jeans
550	0111175	24652.198	Water
3354	0112175	24651.834	Desk
3220	0113175	24651.53	Pizza
11712	0114175	24650.389	Bicycle
