container	id	weight	maxWeight	totalWeight	length	width	height	itemTransported
Tank20Container	1821	3385	32580	18700.553	6.058	2.438	2.591	Oil
HardTop20Container	1822	2590	27780	7576.742	5.886	2.342	2.375	Bicycle
Reefer20Container	1823	2905	27420	23313.638	5.535	2.284	2.224	Pizza
Tank20Container	1824	3385	32580	8122.116	6.058	2.438	2.591	Water
HC40Container	1825	4010	28490	13808.492	12.032	2.35	2.7	Lamp
DV20Container	1826	2370	28230	15153.175	5.9	2.35	2.395	Headphones
Reefer20Container	1827	2905	27420	9919.745	5.535	2.284	2.224	Ice Cream
HC40Container	1828	4010	28490	20135.156	12.032	2.35	2.7	Jeans
HC40Container	1829	4010	28490	20211.427	12.032	2.35	2.7	Lamp
DV20Container	1830	2370	28230	5877.254	5.9	2.35	2.395	Cleaning agent
Reefer20Container	1831	2905	27420	4877.301	5.535	2.284	2.224	Pizza
DV20Container	1832	2370	28230	27805.511	5.9	2.35	2.395	Headphones
HardTop20Container	1833	2590	27780	15992.733	5.886	2.342	2.375	Bicycle
Reefer20Container	1834	2905	27420	23980.128	5.535	2.284	2.224	Steak
DV20Container	1835	2370	28230	21147.63	5.9	2.35	2.395	Shampoo
Reefer20Container	1836	2905	27420	16698.082	5.535	2.284	2.224	Fries
HC40Container	1837	4010	28490	19137.301	12.032	2.35	2.7	Flower pot
Reefer20Container	1838	2905	27420	11627.169	5.535	2.284	2.224	Ice Cream
HardTop20Container	1839	2590	27780	4928.449	5.886	2.342	2.375	Bicycle
DV20Container	1840	2370	28230	2719.211	5.9	2.35	2.395	Cleaning agent
HC40Container	1841	4010	28490	20322.247	12.032	2.35	2.7	Bed
HC40Container	1842	4010	28490	18859.118	12.032	2.35	2.7	Bed
HC40Container	1843	4010	28490	8149.44	12.032	2.35	2.7	Lamp
Tank20Container	1844	3385	32580	15276.359	6.058	2.438	2.591	Milk
HC40Container	1845	4010	28490	14264.82	12.032	2.35	2.7	Flower pot
DV20Container	1846	2370	28230	5624.427	5.9	2.35	2.395	Shampoo
DV20Container	1847	2370	28230	15083.848	5.9	2.35	2.395	Headphones
DV20Container	1848	2370	28230	19825.489	5.9	2.35	2.395	Shampoo
HardTop20Container	1849	2590	27780	6966.642	5.886	2.342	2.375	Laptop
Reefer20Container	1850	2905	27420	9135.669	5.535	2.284	2.224	Steak
DV20Container	1851	2370	28230	20379.069	5.9	2.35	2.395	TV
HC40Container	1852	4010	28490	9281.198	12.032	2.35	2.7	Lamp
HardTop20Container	1853	2590	27780	21065.97	5.886	2.342	2.375	Painting
HC40Container	1854	4010	28490	20156.384	12.032	2.35	2.7	Lamp
Reefer20Container	1855	2905	27420	17743.343	5.535	2.284	2.224	Pizza
HardTop20Container	1856	2590	27780	9198.669	5.886	2.342	2.375	Desk
HardTop20Container	1857	2590	27780	15715.197	5.886	2.342	2.375	Laptop
DV20Container	1858	2370	28230	14195.753	5.9	2.35	2.395	Headphones
DV20Container	1859	2370	28230	21915.975	5.9	2.35	2.395	Headphones
Reefer20Container	1860	2905	27420	23807.17	5.535	2.284	2.224	Pizza
Tank20Container	1861	3385	32580	26136.922	6.058	2.438	2.591	Oil
HC40Container	1862	4010	28490	26285.218	12.032	2.35	2.7	Lamp
Reefer20Container	1863	2905	27420	10401.758	5.535	2.284	2.224	Steak
HardTop20Container	1864	2590	27780	10036.423	5.886	2.342	2.375	Desk
Tank20Container	1865	3385	32580	30666.223	6.058	2.438	2.591	Apple juice
Tank20Container	1866	3385	32580	17958.904	6.058	2.438	2.591	Milk
Tank20Container	1867	3385	32580	26724.425	6.058	2.438	2.591	Water
Tank20Container	1868	3385	32580	29533.892	6.058	2.438	2.591	Oil
Tank20Container	1869	3385	32580	15081.029	6.058	2.438	2.591	Water
Tank20Container	1870	3385	32580	11272.433	6.058	2.438	2.591	Milk
DV20Container	1871	2370	28230	11944.075	5.9	2.35	2.395	TV
Tank20Container	1872	3385	32580	12141.165	6.058	2.438	2.591	Water
Reefer20Container	1873	2905	27420	10992.648	5.535	2.284	2.224	Pizza
Tank20Container	1874	3385	32580	25017.236	6.058	2.438	2.591	Water
HardTop20Container	1875	2590	27780	17005.852	5.886	2.342	2.375	Bicycle
Tank20Container	1876	3385	32580	10787.231	6.058	2.438	2.591	Apple juice
HC40Container	1877	4010	28490	5747.46	12.032	2.35	2.7	Flower pot
Tank20Container	1878	3385	32580	13406.307	6.058	2.438	2.591	Milk
HardTop20Container	1879	2590	27780	7178.457	5.886	2.342	2.375	Bicycle
HardTop20Container	1880	2590	27780	21038.903	5.886	2.342	2.375	Painting
Reefer20Container	1881	2905	27420	12455.585	5.535	2.284	2.224	Fries
DV20Container	1882	2370	28230	10478.13	5.9	2.35	2.395	Cleaning agent
DV20Container	1883	2370	28230	28066.582	5.9	2.35	2.395	Cleaning agent
Tank20Container	1884	3385	32580	14852.238	6.058	2.438	2.591	Oil
Reefer20Container	1885	2905	27420	23143.248	5.535	2.284	2.224	Fries
Reefer20Container	1886	2905	27420	7563.646	5.535	2.284	2.224	Steak
DV20Container	1887	2370	28230	24098.817	5.9	2.35	2.395	TV
HardTop20Container	1888	2590	27780	3323.627	5.886	2.342	2.375	Desk
DV20Container	1889	2370	28230	25986.16	5.9	2.35	2.395	Headphones
DV20Container	1890	2370	28230	17549.845	5.9	2.35	2.395	TV
DV20Container	1891	2370	28230	23626.442	5.9	2.35	2.395	Shampoo
HC40Container	1892	4010	28490	10430.554	12.032	2.35	2.7	Lamp
Tank20Container	1893	3385	32580	14374.548	6.058	2.438	2.591	Apple juice
HardTop20Container	1894	2590	27780	20625.026	5.886	2.342	2.375	Desk
HardTop20Container	1895	2590	27780	27525.608	5.886	2.342	2.375	Painting
HardTop20Container	1896	2590	27780	27656.354	5.886	2.342	2.375	Laptop
Reefer20Container	1897	2905	27420	23092.496	5.535	2.284	2.224	Steak
HardTop20Container	1898	2590	27780	7687.777	5.886	2.342	2.375	Painting
HardTop20Container	1899	2590	27780	16310.271	5.886	2.342	2.375	Desk
HC40Container	1900	4010	28490	10527.643	12.032	2.35	2.7	Flower pot
Reefer20Container	1901	2905	27420	25336.757	5.535	2.284	2.224	Pizza
Reefer20Container	1902	2905	27420	5523.823	5.535	2.284	2.224	Ice Cream
Tank20Container	1903	3385	32580	30959.908	6.058	2.438	2.591	Apple juice
Tank20Container	1904	3385	32580	3662.093	6.058	2.438	2.591	Apple juice
HardTop20Container	1905	2590	27780	14022.117	5.886	2.342	2.375	Desk
HC40Container	1906	4010	28490	21176.073	12.032	2.35	2.7	Lamp
Reefer20Container	1907	2905	27420	7439.485	5.535	2.284	2.224	Fries
HC40Container	1908	4010	28490	25617.763	12.032	2.35	2.7	Lamp
HardTop20Container	1909	2590	27780	11545.38	5.886	2.342	2.375	Painting
Reefer20Container	1910	2905	27420	14512.477	5.535	2.284	2.224	Fries
HC40Container	1911	4010	28490	26354.451	12.032	2.35	2.7	Jeans
Reefer20Container	1912	2905	27420	21763.33	5.535	2.284	2.224	Steak
HC40Container	1913	4010	28490	28452.32	12.032	2.35	2.7	Jeans
Tank20Container	1914	3385	32580	4498.074	6.058	2.438	2.591	Milk
DV20Container	1915	2370	28230	27361.215	5.9	2.35	2.395	Shampoo
HC40Container	1916	4010	28490	22982.809	12.032	2.35	2.7	Bed
HC40Container	1917	4010	28490	4574.614	12.032	2.35	2.7	Flower pot
Reefer20Container	1918	2905	27420	5743.823	5.535	2.284	2.224	Steak
HardTop20Container	1919	2590	27780	12625.265	5.886	2.342	2.375	Laptop
Tank20Container	1920	3385	32580	19248.697	6.058	2.438	2.591	Oil
HC40Container	1921	4010	28490	10189.674	12.032	2.35	2.7	Bed
HardTop20Container	1922	2590	27780	15464.162	5.886	2.342	2.375	Laptop
DV20Container	1923	2370	28230	3062.786	5.9	2.35	2.395	TV
HardTop20Container	1924	2590	27780	15055.969	5.886	2.342	2.375	Painting
HC40Container	1925	4010	28490	5011.899	12.032	2.35	2.7	Lamp
DV20Container	1926	2370	28230	4075.08	5.9	2.35	2.395	Shampoo
HC40Container	1927	4010	28490	6180.194	12.032	2.35	2.7	Jeans
Reefer20Container	1928	2905	27420	6842.901	5.535	2.284	2.224	Pizza
HC40Container	1929	4010	28490	4538.696	12.032	2.35	2.7	Jeans
DV20Container	1930	2370	28230	25520.832	5.9	2.35	2.395	Shampoo
HC40Container	1931	4010	28490	19259.877	12.032	2.35	2.7	Jeans
Reefer20Container	1932	2905	27420	5918.878	5.535	2.284	2.224	Pizza
HC40Container	1933	4010	28490	26536.624	12.032	2.35	2.7	Jeans
HC40Container	1934	4010	28490	24112.309	12.032	2.35	2.7	Bed
DV20Container	1935	2370	28230	23011.814	5.9	2.35	2.395	Shampoo
HC40Container	1936	4010	28490	8992.876	12.032	2.35	2.7	Lamp
HardTop20Container	1937	2590	27780	23515.868	5.886	2.342	2.375	Painting
Reefer20Container	1938	2905	27420	22881.076	5.535	2.284	2.224	Pizza
Reefer20Container	1939	2905	27420	15595.736	5.535	2.284	2.224	Pizza
Reefer20Container	1940	2905	27420	13850.051	5.535	2.284	2.224	Fries
Reefer20Container	1941	2905	27420	5509.082	5.535	2.284	2.224	Pizza
Tank20Container	1942	3385	32580	15833.514	6.058	2.438	2.591	Apple juice
DV20Container	1943	2370	28230	9727.243	5.9	2.35	2.395	TV
HardTop20Container	1944	2590	27780	5889.646	5.886	2.342	2.375	Painting
HardTop20Container	1945	2590	27780	22970.171	5.886	2.342	2.375	Painting
Tank20Container	1946	3385	32580	22035.04	6.058	2.438	2.591	Milk
Reefer20Container	1947	2905	27420	14922.53	5.535	2.284	2.224	Fries
HardTop20Container	1948	2590	27780	15697.944	5.886	2.342	2.375	Desk
Reefer20Container	1949	2905	27420	14804.951	5.535	2.284	2.224	Ice Cream
HardTop20Container	1950	2590	27780	10559.594	5.886	2.342	2.375	Bicycle
HardTop20Container	1951	2590	27780	2620.733	5.886	2.342	2.375	Painting
Reefer20Container	1952	2905	27420	10315.351	5.535	2.284	2.224	Ice Cream
Tank20Container	1953	3385	32580	29136.407	6.058	2.438	2.591	Milk
Tank20Container	1954	3385	32580	16078.305	6.058	2.438	2.591	Apple juice
Reefer20Container	1955	2905	27420	6872.634	5.535	2.284	2.224	Ice Cream
Reefer20Container	1956	2905	27420	20308.176	5.535	2.284	2.224	Pizza
HardTop20Container	1957	2590	27780	5275.617	5.886	2.342	2.375	Bicycle
Tank20Container	1958	3385	32580	20263.222	6.058	2.438	2.591	Oil
HardTop20Container	1959	2590	27780	5266.996	5.886	2.342	2.375	Painting
HC40Container	1960	4010	28490	7078.736	12.032	2.35	2.7	Bed
HC40Container	1961	4010	28490	19877.31	12.032	2.35	2.7	Jeans
Reefer20Container	1962	2905	27420	21712.043	5.535	2.284	2.224	Fries
HC40Container	1963	4010	28490	18154.641	12.032	2.35	2.7	Flower pot
HardTop20Container	1964	2590	27780	16759.662	5.886	2.342	2.375	Desk
HardTop20Container	1965	2590	27780	18225.044	5.886	2.342	2.375	Laptop
Reefer20Container	1966	2905	27420	16222.299	5.535	2.284	2.224	Fries
DV20Container	1967	2370	28230	9884.069	5.9	2.35	2.395	TV
DV20Container	1968	2370	28230	23102.093	5.9	2.35	2.395	Cleaning agent
HC40Container	1969	4010	28490	17959.463	12.032	2.35	2.7	Jeans
DV20Container	1970	2370	28230	12043.35	5.9	2.35	2.395	Cleaning agent
Reefer20Container	1971	2905	27420	8715.737	5.535	2.284	2.224	Fries
HC40Container	1972	4010	28490	6616.449	12.032	2.35	2.7	Jeans
HC40Container	1973	4010	28490	8719.114	12.032	2.35	2.7	Bed
HardTop20Container	1974	2590	27780	24522.496	5.886	2.342	2.375	Bicycle
Tank20Container	1975	3385	32580	10510.938	6.058	2.438	2.591	Water
DV20Container	1976	2370	28230	12472.097	5.9	2.35	2.395	TV
HC40Container	1977	4010	28490	12752.604	12.032	2.35	2.7	Lamp
HC40Container	1978	4010	28490	4213.488	12.032	2.35	2.7	Bed
DV20Container	1979	2370	28230	15588.17	5.9	2.35	2.395	Cleaning agent
Reefer20Container	1980	2905	27420	13299.784	5.535	2.284	2.224	Steak
Reefer20Container	1981	2905	27420	24680.741	5.535	2.284	2.224	Ice Cream
Tank20Container	1982	3385	32580	18857.864	6.058	2.438	2.591	Milk
HardTop20Container	1983	2590	27780	23386.738	5.886	2.342	2.375	Painting
Tank20Container	1984	3385	32580	8222.841	6.058	2.438	2.591	Oil
HardTop20Container	1985	2590	27780	19556.872	5.886	2.342	2.375	Painting
Tank20Container	1986	3385	32580	31932.206	6.058	2.438	2.591	Milk
HC40Container	1987	4010	28490	19776.803	12.032	2.35	2.7	Lamp
HC40Container	1988	4010	28490	18614.81	12.032	2.35	2.7	Jeans
HardTop20Container	1989	2590	27780	22612.729	5.886	2.342	2.375	Desk
Reefer20Container	1990	2905	27420	11361.708	5.535	2.284	2.224	Ice Cream
Reefer20Container	1991	2905	27420	9095.516	5.535	2.284	2.224	Pizza
HC40Container	1992	4010	28490	15899.903	12.032	2.35	2.7	Lamp
HardTop20Container	1993	2590	27780	16251.259	5.886	2.342	2.375	Painting
HC40Container	1994	4010	28490	8179.463	12.032	2.35	2.7	Flower pot
Tank20Container	1995	3385	32580	25971.722	6.058	2.438	2.591	Milk
Reefer20Container	1996	2905	27420	11974.368	5.535	2.284	2.224	Fries
HardTop20Container	1997	2590	27780	11924.071	5.886	2.342	2.375	Desk
DV20Container	1998	2370	28230	2584.975	5.9	2.35	2.395	Cleaning agent
DV20Container	1999	2370	28230	25054.344	5.9	2.35	2.395	Shampoo
HC40Container	2000	4010	28490	19998.886	12.032	2.35	2.7	Lamp
HC40Container	2001	4010	28490	6028.837	12.032	2.35	2.7	Jeans
HC40Container	2002	4010	28490	18644.516	12.032	2.35	2.7	Lamp
Reefer20Container	2003	2905	27420	19250.173	5.535	2.284	2.224	Steak
Reefer20Container	2004	2905	27420	6252.625	5.535	2.284	2.224	Steak
HardTop20Container	2005	2590	27780	22373.113	5.886	2.342	2.375	Laptop
DV20Container	2006	2370	28230	21172.32	5.9	2.35	2.395	Headphones
HC40Container	2007	4010	28490	12972.354	12.032	2.35	2.7	Flower pot
HC40Container	2008	4010	28490	15827.281	12.032	2.35	2.7	Lamp
Tank20Container	2009	3385	32580	16621.441	6.058	2.438	2.591	Apple juice
DV20Container	2010	2370	28230	21651.151	5.9	2.35	2.395	Shampoo
Tank20Container	2011	3385	32580	6570.966	6.058	2.438	2.591	Water
Tank20Container	2012	3385	32580	5815.429	6.058	2.438	2.591	Oil
DV20Container	2013	2370	28230	8903.268	5.9	2.35	2.395	Shampoo
Tank20Container	2014	3385	32580	29928.93	6.058	2.438	2.591	Apple juice
Reefer20Container	2015	2905	27420	11445.171	5.535	2.284	2.224	Pizza
Reefer20Container	2016	2905	27420	16449.125	5.535	2.284	2.224	Ice Cream
DV20Container	2017	2370	28230	5910.584	5.9	2.35	2.395	Shampoo
Reefer20Container	2018	2905	27420	9311.298	5.535	2.284	2.224	Ice Cream
HardTop20Container	2019	2590	27780	6159.376	5.886	2.342	2.375	Laptop
HC40Container	2020	4010	28490	18736.52	12.032	2.35	2.7	Jeans
HC40Container	2021	4010	28490	18851.871	12.032	2.35	2.7	Flower pot
Reefer20Container	2022	2905	27420	16418.915	5.535	2.284	2.224	Fries
Tank20Container	2023	3385	32580	28198.332	6.058	2.438	2.591	Oil
DV20Container	2024	2370	28230	11684.507	5.9	2.35	2.395	TV
HC40Container	2025	4010	28490	26918.228	12.032	2.35	2.7	Bed
HC40Container	2026	4010	28490	22836.847	12.032	2.35	2.7	Lamp
Reefer20Container	2027	2905	27420	17228.839	5.535	2.284	2.224	Fries
Tank20Container	2028	3385	32580	12392.566	6.058	2.438	2.591	Milk
Tank20Container	2029	3385	32580	21706.334	6.058	2.438	2.591	Oil
Reefer20Container	2030	2905	27420	8731.909	5.535	2.284	2.224	Fries
Reefer20Container	2031	2905	27420	4863.079	5.535	2.284	2.224	Ice Cream
Reefer20Container	2032	2905	27420	23936.306	5.535	2.284	2.224	Fries
Reefer20Container	2033	2905	27420	10684.261	5.535	2.284	2.224	Steak
DV20Container	2034	2370	28230	24186.915	5.9	2.35	2.395	Headphones
DV20Container	2035	2370	28230	16297.567	5.9	2.35	2.395	Shampoo
HardTop20Container	2036	2590	27780	9527.631	5.886	2.342	2.375	Laptop
HC40Container	2037	4010	28490	25439.088	12.032	2.35	2.7	Bed
HC40Container	2038	4010	28490	26323.379	12.032	2.35	2.7	Bed
Reefer20Container	2039	2905	27420	12351.358	5.535	2.284	2.224	Pizza
DV20Container	2040	2370	28230	4619.865	5.9	2.35	2.395	Shampoo
HC40Container	2041	4010	28490	28031.883	12.032	2.35	2.7	Bed
HardTop20Container	2042	2590	27780	13428.835	5.886	2.342	2.375	Bicycle
HardTop20Container	2043	2590	27780	23030.412	5.886	2.342	2.375	Painting
Tank20Container	2044	3385	32580	12504.135	6.058	2.438	2.591	Oil
Reefer20Container	2045	2905	27420	3494.761	5.535	2.284	2.224	Ice Cream
Reefer20Container	2046	2905	27420	23169.851	5.535	2.284	2.224	Fries
Tank20Container	2047	3385	32580	16263.982	6.058	2.438	2.591	Water
HC40Container	2048	4010	28490	25715.955	12.032	2.35	2.7	Flower pot
Tank20Container	2049	3385	32580	26183.062	6.058	2.438	2.591	Milk
DV20Container	2050	2370	28230	8699.584	5.9	2.35	2.395	TV
Tank20Container	2051	3385	32580	16530.438	6.058	2.438	2.591	Milk
DV20Container	2052	2370	28230	12876.128	5.9	2.35	2.395	Headphones
Reefer20Container	2053	2905	27420	26495.154	5.535	2.284	2.224	Pizza
DV20Container	2054	2370	28230	11221.887	5.9	2.35	2.395	Headphones
Tank20Container	2055	3385	32580	32316.701	6.058	2.438	2.591	Apple juice
Tank20Container	2056	3385	32580	29609.404	6.058	2.438	2.591	Water
Reefer20Container	2057	2905	27420	12116.93	5.535	2.284	2.224	Fries
HardTop20Container	2058	2590	27780	26253.222	5.886	2.342	2.375	Bicycle
HC40Container	2059	4010	28490	24361.832	12.032	2.35	2.7	Jeans
Reefer20Container	2060	2905	27420	19080.819	5.535	2.284	2.224	Steak
DV20Container	2061	2370	28230	6435.924	5.9	2.35	2.395	Shampoo
Reefer20Container	2062	2905	27420	14408.398	5.535	2.284	2.224	Steak
DV20Container	2063	2370	28230	20632.817	5.9	2.35	2.395	Cleaning agent
Tank20Container	2064	3385	32580	13257.457	6.058	2.438	2.591	Milk
HC40Container	2065	4010	28490	10028.052	12.032	2.35	2.7	Lamp
Reefer20Container	2066	2905	27420	4612.969	5.535	2.284	2.224	Ice Cream
DV20Container	2067	2370	28230	28057.316	5.9	2.35	2.395	TV
HC40Container	2068	4010	28490	12067.28	12.032	2.35	2.7	Bed
HardTop20Container	2069	2590	27780	3545.98	5.886	2.342	2.375	Bicycle
HC40Container	2070	4010	28490	12043.709	12.032	2.35	2.7	Bed
HC40Container	2071	4010	28490	27971.998	12.032	2.35	2.7	Bed
DV20Container	2072	2370	28230	9151.502	5.9	2.35	2.395	Headphones
HardTop20Container	2073	2590	27780	26393.886	5.886	2.342	2.375	Laptop
Tank20Container	2074	3385	32580	7678.357	6.058	2.438	2.591	Oil
DV20Container	2075	2370	28230	6410.246	5.9	2.35	2.395	Cleaning agent
HardTop20Container	2076	2590	27780	22936.26	5.886	2.342	2.375	Laptop
HardTop20Container	2077	2590	27780	12706.204	5.886	2.342	2.375	Laptop
DV20Container	2078	2370	28230	26435.581	5.9	2.35	2.395	Shampoo
DV20Container	2079	2370	28230	20859.66	5.9	2.35	2.395	TV
Tank20Container	2080	3385	32580	11966.015	6.058	2.438	2.591	Apple juice
DV20Container	2081	2370	28230	21077.533	5.9	2.35	2.395	Shampoo
HC40Container	2082	4010	28490	11668.069	12.032	2.35	2.7	Lamp
HardTop20Container	2083	2590	27780	18171.62	5.886	2.342	2.375	Painting
Tank20Container	2084	3385	32580	22494.609	6.058	2.438	2.591	Apple juice
Reefer20Container	2085	2905	27420	5274.482	5.535	2.284	2.224	Ice Cream
Reefer20Container	2086	2905	27420	26000.489	5.535	2.284	2.224	Ice Cream
Reefer20Container	2087	2905	27420	13825.148	5.535	2.284	2.224	Pizza
HardTop20Container	2088	2590	27780	3571.788	5.886	2.342	2.375	Laptop
HC40Container	2089	4010	28490	25987.226	12.032	2.35	2.7	Lamp
Tank20Container	2090	3385	32580	15596.729	6.058	2.438	2.591	Water
Reefer20Container	2091	2905	27420	14497.001	5.535	2.284	2.224	Ice Cream
HardTop20Container	2092	2590	27780	2937.538	5.886	2.342	2.375	Bicycle
HC40Container	2093	4010	28490	15931.466	12.032	2.35	2.7	Jeans
Tank20Container	2094	3385	32580	13256.845	6.058	2.438	2.591	Milk
DV20Container	2095	2370	28230	10631.051	5.9	2.35	2.395	TV
HardTop20Container	2096	2590	27780	19203.935	5.886	2.342	2.375	Bicycle
HardTop20Container	2097	2590	27780	17641.474	5.886	2.342	2.375	Bicycle
HC40Container	2098	4010	28490	17385.617	12.032	2.35	2.7	Lamp
HC40Container	2099	4010	28490	24372.019	12.032	2.35	2.7	Flower pot
Tank20Container	2100	3385	32580	4078.265	6.058	2.438	2.591	Apple juice
HardTop20Container	2101	2590	27780	13940.514	5.886	2.342	2.375	Desk
Reefer20Container	2102	2905	27420	5672.364	5.535	2.284	2.224	Pizza
Tank20Container	2103	3385	32580	26691.943	6.058	2.438	2.591	Apple juice
Tank20Container	2104	3385	32580	13020.797	6.058	2.438	2.591	Apple juice
Reefer20Container	2105	2905	27420	21709.444	5.535	2.284	2.224	Pizza
HardTop20Container	2106	2590	27780	9141.761	5.886	2.342	2.375	Bicycle
HardTop20Container	2107	2590	27780	15334.217	5.886	2.342	2.375	Desk
Reefer20Container	2108	2905	27420	4445.266	5.535	2.284	2.224	Ice Cream
Reefer20Container	2109	2905	27420	25385.619	5.535	2.284	2.224	Fries
HC40Container	2110	4010	28490	15045.943	12.032	2.35	2.7	Lamp
DV20Container	2111	2370	28230	5349.349	5.9	2.35	2.395	Cleaning agent
DV20Container	2112	2370	28230	16532.268	5.9	2.35	2.395	Shampoo
Tank20Container	2113	3385	32580	19498.968	6.058	2.438	2.591	Oil
Tank20Container	2114	3385	32580	6665.409	6.058	2.438	2.591	Milk
DV20Container	2115	2370	28230	10765.302	5.9	2.35	2.395	Cleaning agent
DV20Container	2116	2370	28230	26425.588	5.9	2.35	2.395	Headphones
DV20Container	2117	2370	28230	7471.132	5.9	2.35	2.395	Shampoo
Reefer20Container	2118	2905	27420	3431.285	5.535	2.284	2.224	Steak
Reefer20Container	2119	2905	27420	22945.951	5.535	2.284	2.224	Fries
Tank20Container	2120	3385	32580	18564.302	6.058	2.438	2.591	Milk
Reefer20Container	2121	2905	27420	13899.007	5.535	2.284	2.224	Ice Cream
Reefer20Container	2122	2905	27420	7886.224	5.535	2.284	2.224	Ice Cream
Reefer20Container	2123	2905	27420	16180.527	5.535	2.284	2.224	Fries
DV20Container	2124	2370	28230	10354.289	5.9	2.35	2.395	Headphones
HC40Container	2125	4010	28490	18948.036	12.032	2.35	2.7	Bed
HardTop20Container	2126	2590	27780	10335.594	5.886	2.342	2.375	Bicycle
HardTop20Container	2127	2590	27780	26724.704	5.886	2.342	2.375	Bicycle
Tank20Container	2128	3385	32580	6374.905	6.058	2.438	2.591	Water
Reefer20Container	2129	2905	27420	23628.47	5.535	2.284	2.224	Pizza
HC40Container	2130	4010	28490	24051.713	12.032	2.35	2.7	Lamp
HC40Container	2131	4010	28490	4395.272	12.032	2.35	2.7	Flower pot
DV20Container	2132	2370	28230	5155.627	5.9	2.35	2.395	Headphones
HC40Container	2133	4010	28490	7911.461	12.032	2.35	2.7	Lamp
Reefer20Container	2134	2905	27420	5995.401	5.535	2.284	2.224	Ice Cream
HardTop20Container	2135	2590	27780	21539.402	5.886	2.342	2.375	Bicycle
Tank20Container	2136	3385	32580	3637.512	6.058	2.438	2.591	Milk
HC40Container	2137	4010	28490	24487.514	12.032	2.35	2.7	Bed
HC40Container	2138	4010	28490	14719.035	12.032	2.35	2.7	Bed
Tank20Container	2139	3385	32580	6618.174	6.058	2.438	2.591	Apple juice
HardTop20Container	2140	2590	27780	16025.637	5.886	2.342	2.375	Painting
Reefer20Container	2141	2905	27420	9373.268	5.535	2.284	2.224	Fries
Tank20Container	2142	3385	32580	25396.668	6.058	2.438	2.591	Water
Reefer20Container	2143	2905	27420	21683.69	5.535	2.284	2.224	Steak
Reefer20Container	2144	2905	27420	9412.345	5.535	2.284	2.224	Fries
Tank20Container	2145	3385	32580	16049.44	6.058	2.438	2.591	Milk
Tank20Container	2146	3385	32580	22048.393	6.058	2.438	2.591	Water
Reefer20Container	2147	2905	27420	15205.952	5.535	2.284	2.224	Ice Cream
Reefer20Container	2148	2905	27420	27041.963	5.535	2.284	2.224	Fries
HC40Container	2149	4010	28490	23533.756	12.032	2.35	2.7	Flower pot
Reefer20Container	2150	2905	27420	10657.895	5.535	2.284	2.224	Ice Cream
HC40Container	2151	4010	28490	27339.074	12.032	2.35	2.7	Flower pot
HardTop20Container	2152	2590	27780	6013.958	5.886	2.342	2.375	Laptop
Tank20Container	2153	3385	32580	19692.162	6.058	2.438	2.591	Apple juice
Reefer20Container	2154	2905	27420	20100.231	5.535	2.284	2.224	Ice Cream
HC40Container	2155	4010	28490	12172.59	12.032	2.35	2.7	Bed
Reefer20Container	2156	2905	27420	5882.514	5.535	2.284	2.224	Fries
Tank20Container	2157	3385	32580	30839.062	6.058	2.438	2.591	Milk
HardTop20Container	2158	2590	27780	11381.755	5.886	2.342	2.375	Painting
Reefer20Container	2159	2905	27420	5497.536	5.535	2.284	2.224	Fries
Tank20Container	2160	3385	32580	32087.157	6.058	2.438	2.591	Water
HardTop20Container	2161	2590	27780	13700.2	5.886	2.342	2.375	Bicycle
DV20Container	2162	2370	28230	26103.003	5.9	2.35	2.395	Shampoo
HardTop20Container	2163	2590	27780	13143.007	5.886	2.342	2.375	Painting
Reefer20Container	2164	2905	27420	20176.867	5.535	2.284	2.224	Fries
DV20Container	2165	2370	28230	17770.026	5.9	2.35	2.395	TV
Reefer20Container	2166	2905	27420	19966.977	5.535	2.284	2.224	Ice Cream
HC40Container	2167	4010	28490	17184.712	12.032	2.35	2.7	Bed
HardTop20Container	2168	2590	27780	22657.688	5.886	2.342	2.375	Desk
HardTop20Container	2169	2590	27780	10309.467	5.886	2.342	2.375	Bicycle
Reefer20Container	2170	2905	27420	25594.622	5.535	2.284	2.224	Pizza
DV20Container	2171	2370	28230	13287.922	5.9	2.35	2.395	TV
HardTop20Container	2172	2590	27780	3905.063	5.886	2.342	2.375	Painting
DV20Container	2173	2370	28230	12106.667	5.9	2.35	2.395	Headphones
Tank20Container	2174	3385	32580	7747.534	6.058	2.438	2.591	Oil
DV20Container	2175	2370	28230	4057.354	5.9	2.35	2.395	Shampoo
DV20Container	2176	2370	28230	11557.421	5.9	2.35	2.395	Shampoo
Reefer20Container	2177	2905	27420	14586.134	5.535	2.284	2.224	Fries
Tank20Container	2178	3385	32580	20184.614	6.058	2.438	2.591	Water
HardTop20Container	2179	2590	27780	7991.101	5.886	2.342	2.375	Bicycle
Reefer20Container	2180	2905	27420	8149.528	5.535	2.284	2.224	Ice Cream
HardTop20Container	2181	2590	27780	13123.425	5.886	2.342	2.375	Laptop
DV20Container	2182	2370	28230	15182.383	5.9	2.35	2.395	Headphones
HardTop20Container	2183	2590	27780	17619.952	5.886	2.342	2.375	Desk
Tank20Container	2184	3385	32580	10620.323	6.058	2.438	2.591	Oil
HC40Container	2185	4010	28490	10512.649	12.032	2.35	2.7	Lamp
Tank20Container	2186	3385	32580	7166.546	6.058	2.438	2.591	Water
HardTop20Container	2187	2590	27780	23910.815	5.886	2.342	2.375	Laptop
